,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
1324,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,janet d ,5.0,"Awesome View, great rooms, and restaurants!","Amazing view of the Chicago river and Lake Michigan!  The restaurants on site were awesome, and the staff was very friendly and helpful.  Walking distance to Millennium Park and numerous restaurants and shopping.  Would definitely stay here again.",5.0,,5.0,5.0,,,March 2018,Traveled as a couple,39,33.0
1325,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1325-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,amsullivan17 ,5.0,This hotel is fantastic!,"Everything from the location and amenities to design and the helpful staff was TOP notch.  I didn’t want to leave.  Our suite was large and well appointed.  The view was amazing.  The Roof Top bar was just lovey. Perfect location. Near everything you want to see in Chicago! Don’t miss out, book your room here!",4.0,5.0,5.0,5.0,5.0,5.0,April 2018,Traveled as a couple,4,
1326,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1325-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Djrrossi ,5.0,Great stay,"I enjoyed my stay here. The hotel is in an old building that they have renovated nicely. The room was very nice, good pillows, great location near Michigan ave. They have a rooftop bar that provides great scenery at sunset.  Bar was pricey, could have had a better selection of craft beers.  Restaurant downstairs is not owned by hotel. Out of the few items that I could get for free as diamond, they did not have them in stock, so I left with just a coffee.  But overall the was a great stay, staff very friendly and wanting to help.  Great location.",,,,,,,April 2018,Traveled on business,204,61.0
1327,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1325-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,pmsmith66mn ,5.0,Another Great Stay,Ideal location for river and Michigan Avenue. Excellent service. Can't go wrong. Extremely quiet rooms. Fast and efficient elevators. Only possible feedback? Better deserts on the room service menu! But that's picky.,,,,,,,May 2018,Traveled as a couple,5,2.0
1328,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1325-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Sunshine30a ,4.0,Counselors of real estate,"Fantastic service, beautiful rooms. Bed so comfortable that i slept late a few days of my conference.  Only complaint is that the hotel food is very heavy on meat and carbs. Ground floor restaurant is leased so they cant charge to the room. But, they have a good happy hour.",,,,,,,May 2018,Traveled on business,4,2.0
1329,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1325-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Ron_in_paradise ,5.0,Great central base of operations for a long weekend in Chicago,"Prior to a week of meetings in Chicago, my wife joined me for a long weekend of relaxation at the LondonHouse Hilton property on the river in Chicago. The folks at LondonHouse couldn’t have been nicer. We were in a Vista room, that had floor to ceiling windows and a lovely view of the river. The location was perfect for doing some things around town, as it was a short walk to things like Millenium Park, Navy Pier, and is right on the Riverwalk. There is a nice open air bar on the roof, that was just opened recently for the season. The view up there is spectacular. Of course, you’re paying extra for the drinks at LH21, but you are paying for the birds eye vista on the city.When there was a hiccup during our stay, (the battery in the door lock died and we couldn’t get back into the room), the folks at the front desk offered a credit for some drinks in the lobby bar while security fixed the lock. Tip: If you are a Hilton Honors Gold or Diamond member, you can pick a free breakfast or 1000 points. The breakfast is a little more spartan than usual, so you might be better taking the points. The breakfast is basically coffee and either granola, fruit, or oatmeal. You can get scrambled eggs and bacon, but they charge you extra for that option. I expected something like the breakfast buffet you get at a Doubletree or other Hilton properties. Nothing wrong with the food or service, the food in the restaurant is good, and between 4-7 there was a nice happy hour there. Just thought the continental breakfast wasn’t worth as much as the 1000 honors points would be.In the lobby bar, on Saturday night, there was a guitar player, Joey Edwin, laying down some really nice jazz. Great way to relax before going out to dinner.",,,,,,,April 2018,Traveled as a couple,145,49.0
1330,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1330-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Erin D ,1.0,THERE IS A REASON THIS IS THE CHEAPEST HOTEL ON THE RIVER,Terrible service and on the less desirable side of the river.  There is a reason this is the cheapest hotel on the river.  The service was terrible and the rooms are really small.  You can find better options for the same price at Palmer House or Virgin.  There is absolutely no reason to stay here.,,1.0,1.0,1.0,,,April 2018,Traveled on business,1,2.0
1331,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1330-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Timothy R ,5.0,"Great Location, Very Nice Rooms","First time stay at this hotel, picked it do to proximity of a conference and was very pleased with the rooms and limited interaction I had with the staff.  Some people had issues with the elevators, but they are truly very easy to understand.  Just pay attention to the car you are directed to when you enter your floor.  The top floor bar is a great place to unwind after a long day.",,5.0,,5.0,,,April 2018,Traveled on business,139,63.0
1332,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1330-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,ThirteenRight ,4.0,Great Hotel,"I decided to stay here when the power in my apartment went out - so I splurged and  treated myself to a night in the city. I’ve stayed in a lot of beautiful, well appointed hotels and LondonHouse is certainly another one. The building, reception, lobby bar, and room are beautiful. The room in particular is warm, comfortable, and upscale. The bathroom products are Malin + Goetz which I was very excited to see. My room was shower only, so if that’s important to you, you may want to make a special request. Subjectively, I will say that the reception staff is not what I expected. The woman that checked me in was cold. I booked through the Hilton app and wanted to use the digital key but without asking I was handed me a physical key. She was pleasant enough, but I felt like an inconvenience rather than a welcomed guest. This was definitely a transactional experience. The guy at check-out was much friendlier, but took a while to sort out that I wasn’t the guest he found in the computer when I gave my room number and name. I felt like I had to convince him he found the wrong guest. Eventually he said he found my reservation and that “everything is ok” but I walked away suspicious based on how he handled it. I received my folio and saw the stay post on the app so I guess it worked out. I hope the other guest doesn’t have as much trouble. I’ll definitely stay here again if the price is right, but will know not to count on the staff for anything.",,,,,,,April 2018,Traveled solo,123,55.0
1333,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1330-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Cindy F ,5.0,Loved this place,We had a delightful girl’s weekend here.  Room was beautiful.  View was amazing.  Very much liked the rooftop bar with the exception that it was a bit cold outside.  Hotel is very well located to restaurants and shopping. Staff was very helpful and courteous.   Will definitely return!,,,,,,,April 2018,Traveled with family,6,2.0
1334,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1330-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Bellax2016x ,5.0,Beautiful hotel - highly recommend,"Absolutely stunning hotel and great service. I had an issue with the blind and my room was changed the next morning and upgraded to a river view because of the inconvenience. I was at a workshop and the staff kindly moved my bags to my new room,all I had to do was pick up the new key! Really impressed by how quick and easy the issue was resolved. The rooms are beautiful, the views are fantastic and the location is spot on. I walked around the neighbourhood exploring late at night (single 27 female) and had no issues and felt safe! The gym is awesome too. Would highly recommend this hotel and thank the staff for their help!",,,,,,,April 2018,Traveled on business,67,20.0
1335,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1335-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,pgadjev ,5.0,Great hotel.,"We had a great stay at LondonHouse. The hotel is amazing, staff too.Beautiful views, if you don't mind the Trump monstrosity across the river.Location is good, close to the MagMile and lots of good restaurants.Parking was a bit pricey.",,,,,,,April 2018,Traveled as a couple,1,1.0
1336,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1335-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,RichardFTomlin ,4.0,Great Central Location,"The views from our room (605) were spectacular. The hotel’s location couldn’t be better as it was a short walk from many of Chicago’s attractions. All the staff were efficient and friendly. Even though it was a bit chilly we enjoyed having a pre dinner drink on the terrrace bar. We had 5 nights there which we really enjoyed. We would have given it 5* but the breakfast wasn’t great. We found breakfast a couple of doors down though which was fine. The only other thing was that on a couple of occasions my wife and I  spotted ladies hanging around the lifts on the upper floors who clearly weren’t lift attendants and appeared to be wearing less than the minimum number of garments a respectable person might be wearing in April in Chicago. Policing this is a challenge for many city hotels I suspect. Anyway, we would definitely stay in this hotel again as the positives were overwhelmingly in it’s favour.",,,,,,,April 2018,Traveled as a couple,15,2.0
